ROW_ID,ROW_VERSION,studyName,studyId,studyFileviewId,studyStatus,dataStatus,studyLeads,fundingAgency,summary,summarySource,institutions,diseaseFocus,manifestation,featured,consortium,id,accessRequirements,acknowledgementStatements,relatedStudies
154,99,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),syn5610446,syn15672867,Active,Under Embargo,Jill Weimer,CTF,"The aim of Synodos for NF1 is to find solutions to the unique problems that affect NF1 patients in the fastest, most efficient manner by sharing their real-time data and results. In Project 2 of the Synodos for NF1 Consortium, researchers will develop and perfect animal models that will most accurately replicate human reaction to drugs in preclinical testing. Two teams will independently generate models; this project consists of results from the Iowa team, and includes members from the University of Iowa, University of Arizona, Exemplar Genetics and Sanford Health.",https://www.synapse.org/#!Synapse:syn5610418/wiki/392292,University of Iowa | University of Arizona | Exemplar Genetics | Sanford Health,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn5610446,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,syn5610425
155,99,Synodos NF1 Preclinical Models (Minnesota CCHMC Recombinetics),syn5610425,syn15672871,Active,Under Embargo,David Largaespada,CTF,"The aim of Synodos for NF1 is to find solutions to the unique problems that affect NF1 patients in the fastest, most efficient manner by sharing their real-time data and results. In Project 2 of the Synodos for NF1 Consortium, researchers will develop and perfect animal models that will most accurately replicate human reaction to drugs in preclinical testing. Two teams will independently generate models; this project consists of results from the Minnesota team, and includes members from the University of Minnesota, Cincinnati Children's Hospital, the National Cancer Institute, and Recombinetics Inc.",https://www.synapse.org/#!Synapse:syn5610418/wiki/392292,University of Minnesota | Cincinnati Children's Hospital Medical Center | Recombinetics | National Cancer Institute,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn5610425,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,syn5610446
156,99,"DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials",syn5714288,syn17038349,Active,Under Embargo,Wade Clapp | Jaishri Blakeley | Brigitte Widemann | Lu Le,NIH-NCI,"The objective of Project 1 is to extend these promising data to investigate the developmental, molecular, and pharmacokinetic effects of c-kit and MEK inhibition alone and in combination. Our investigative team will characterize the adaptive responses of PNs to these kinase inhibitors in GEM models and in parallel studies in patients. The aims of Project 1 are: Aim 1: Evaluate tumor and circulating markers before and after treatment with the MEK inhibitor selumetinib in pediatric and adult patients with NF1 associated plexiform neurofibromas. Aim 2: Evaluate the molecular adaptive responses, PK/PD and clinical response of plexiform neurofibromas in genetically engineered mice (GEM) with selumetinib alone, and in combination with imatinib mesylate. Aim 3: Utilize GEM models to identify the optimal therapeutic window(s) of c-kit (SCF) inhibition at distinct embryonic and adult stages of PN formation utilizing Nf1flox/- and Nf1flox/-;Scf flox/flox mice under the transcriptional control of a PLP tamoxifen + Cre transgene. The translational impact of this project involves: (1) defining therapeutic window(s) for c-kit inhibition at distinct embryonic and adult stages of PN formation; (2) investigating a rational approach to combinatorial therapy based on simultaneously interfering with paracrine growth signals emanating from the tumor microenvironment while also targeting aberrant Raf/MEK/ERK pathway activation in tumor cells; and (3) defining novel biomarkers by analyzing tumor specimens and blood obtained both prior to and after treatment.",https://trp.cancer.gov/spores/abstracts/indiana_hyperactive.htm,"Indiana University School of Medicine | Johns Hopkins Medical Institute | National Institute of Health | University of Texas, Southwestern",Neurofibromatosis 1,Plexiform Neurofibroma,,,syn5714288,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn8012530, syn5714290, syn8016650"
157,99,DHART SPORE Project 2: Targeted Therapies for Malignant Peripheral Nerve Sheath Tumors (MPNST),syn5714289,syn17038350,Active,Under Embargo,Luis Parada | Steven X. Skapek,NIH-NCI,"Malignant peripheral nerve sheath tumors (MPNST) evolve from pre-existing plexiform neurofibromas, and we therefore hypothesize that these aggressive sarcomas continue to express some of the transcriptional programs present in the initiating fetal precursor population. This, in turn, might create novel synthetic lethal dependencies that can be exploited therapeutically. Indeed, Dr. Parada recently identified CXCR4 and CDK4/6 as key drivers of MPNST cell proliferation and tumor progression in GEM models. The major goals of Project 2 are to translate these provocative preclinical data and to harness functional imaging to develop better markers of early response in MPNST. The translational impact of these studies encompasses the development of a biomarker profile to identify early markers of MPNST progression and evaluate efficacy of CXCR4 and CDK4/6 inhibitors in clinical trials.",https://trp.cancer.gov/spores/abstracts/indiana_hyperactive.htm,"Memorial Sloan Kettering Cancer Center | University of Texas, Southwestern",Neurofibromatosis 1,MPNST,,,syn5714289,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn11681835, syn11638893, syn17098100"
158,99,DHART SPORE Project 3: A High Content Clinical Trial of the MEK Inhibitor Trametinib in Juvenile Myelomonocytic Leukemia (JMML).,syn5714290,syn17038351,Active,Under Embargo,Kevin Shannon | Mignon Loh,NIH-NCI,"Children with NF1 are predisposed to juvenile myelomonocytic leukemia (JMML), an aggressive myeloproliferative neoplasm (MPN) that responds poorly to chemotherapy. Hematopoietic stem cell transplantation (HSCT) cures ~50% of patients. Our studies of JMML specimens proved that NF1 functions as a tumor suppressor gene in hematopoietic cells, and provided the first direct evidence of deregulated Ras signaling in primary cancer cells from NF1 patients. These studies support the role of hyperactive Ras signaling in JMML pathogenesis, and our group and other researchers subsequently discovered mutations in NRAS, KRAS, PTPN11, and CBL in JMML patient specimens. Overall, >85% of JMML cases have mutations in one of these genes, including 15-20% with clinical NF1 or mutations in the NF1 gene. Despite the routine use of HSCT, up to 30% of JMML patients progress to acute myeloid leukemia (AML). Consistent with the molecular genetics of JMML, using the Mx1-Cre transgene to inactivate the conditional mutant Nf1flox allele generated by the Parada lab or to express oncogenic KrasG12D or NrasG12D in the hematopoietic compartment induces a JMML-like MPN in mice. Preclinical trials in these accurate GEM models revealed remarkable efficacy of MEK inhibitors. Importantly, however, this, treatment does not eradicate mutant bone marrow cells, but modulates their proliferation and differentiation in vivo. The overall goals of Project 3 are to translate these promising preclinical data in JMML patients though an innovative clinical trial that includes deep molecular analysis. The translational impact of these studies involves rigorously testing a novel therapeutic strategy for an aggressive pediatric cancer with deep molecular analysis of primary leukemia cells to ascertain mechanisms of response and resistance.",https://trp.cancer.gov/spores/abstracts/indiana_hyperactive.htm,"University of California, San Francisco",Neurofibromatosis 1,JMML,,,syn5714290,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn8012530, syn5714288, syn8016650"
159,99,DHART SPORE Project 4: Subsequent Malignant Neoplasms (SMNs) Among NF1 Cancer Survivors.,syn5714423,syn17038352,Active,Under Embargo,Smita Bhatia | Jean L. Nakamura,NIH-NCI,"Subsequent malignant neoplasms (SMNs) are histologically distinct cancers that develop months to years after patients receive radiation and/or chemotherapy to cure a primary malignancy. SMNs are a fundamental problem in cancer survivors. Compelling data generated by Drs. Nakamura and Shannon in GEM mice demonstrated that irradiation cooperates strongly with heterozygous Nf1 inactivation in the development of a spectrum of SMNs that recapitulate common SMNs in human patients with and without NF1. Project 4 will translate these novel data and will systematically assess the incidence of SMNs in NF1 patients and examine associated risk factors such as age at diagnosis, anatomic site of the primary tumor, and dose and duration of prior treatment. Data compiled by the NCI-funded Childhood Cancer Survivor Study (CCSS) will play an integral role in Project 4. The aims of Project 4 are: Aim 1. To describe the magnitude of risk of second malignant neoplasms (SMNs) in individuals with NF1. Aim 2. To perform comparative oncogenomics to identify genetic alterations associated with radiation-induced tumorigenesis in individuals with NF1. Aim 3. To validate in model systems the biologic importance of candidate pathways in radiation-induced tumorigenesis and to determine whether radiotherapy promotes transformation of plexiform neurofibromas to MPNSTs in vivo. The translational impact of this work involves informing current clinical practice in the treatment of tumors arising in NF1 patients to reduce the risk of SMN, and generating insights into the underlying biology of SMN that will lead to new therapies for these common, aggressive, and largely refractory cancers.",https://trp.cancer.gov/spores/abstracts/indiana_hyperactive.htm,"University of Alabama | University of California, San Francisco | Children's Hospital of Philadelphia | City of Hope",Neurofibromatosis 1,SMN,,,syn5714423,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn4939892, syn6633069, syn11374337, syn4939908, syn21641985"
160,99,Synodos NF1 Low Grade Glioma,syn5698493,syn11614205,Active,Under Embargo,David Gutmann | Michael Fisher,CTF,"Low-grade gliomas (LGGs) are brain tumors that affect children with NF1. Despite their prevalence, there are few effective treatment options for patients with LGG. The goal of the Synodos for NF1 - Low Grade Glioma projects is to improve our understanding of the molecular underpinnings of LGGs, and identify new drug targets that could lead to better treatments for this tumor type.",https://www.synapse.org/#!Synapse:syn5698493/wiki/394535,"Washington University | Children's Hospital of Philadelphia | University of California, San Francisco | German Cancer Research Center",Neurofibromatosis 1,Low Grade Glioma,,,syn5698493,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn4939894, syn17100988"
161,99,Columbia University NF1 Glioma Project,syn6633069,syn11614207,Active,Under Embargo,Antonio Iaverone,CTF,"This study aims to obtain the genomic landscape of glioma associated with NF1 syndrome. While the clinical aspects of NF1 are well characterized and the pathogenesis of plexiform neurofibromas has been widely studied, surprisingly little is known about the genetic and epigenetic changes in the NF1 mutant glioma. This has hindered the development of effective therapies for NF1-mutant cancers. To address this challenge and uncover the driver genes in NF1-glioma, The team will analyze whole-exome and transcriptome data from glioma samples of pediatric and adult NF1 patients. Alterations in the genetic networks will be contextualized in the natural genetic and cellular environment of a specific tumor, and the key driving modules on which specific NF1-glioma subgroups rely for growth, survival and progression will be identified. With this information in hand, we can target the critical alterations with specific drugs, often already available for other types of diseases. The specific aims are to (1) comprehensively characterize the genomic and epigenetic landscape of NF1 gliomas from patients of all age groups, (2) identify driver genetic alterations in NF1-gliomas from the integration of somatic copy number variations, mutations and gene fusions (translocations), (3) reconstruct a somatic alteration network for the inference of mutual exclusivity and co-occurrence of genetic aberrations in NF1-gliomas and (4) validate the functional significance of the inferred alterations in neural systems in vitro and in vivo, and target therapeutically key genetic nodes with highly specific inhibitors.",https://www.synapse.org/#!Synapse:syn6135075/wiki/470497,Columbia University | University of Sannio,Neurofibromatosis 1,Low Grade Glioma,,,syn6633069,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn4939892, syn5714423, syn11374337, syn4939908, syn21641985"
162,99,Novel pNF Farming System,syn7217946,syn15666932,Completed,None,Karlyne Reilly,NTAP,"Plexiform neurofibromas (PNFs) are relatively slow growing benign tumors that are difficult to maintain in culture over long passages. As benign tumors, PNFs are likely to be more dependent on factors in the microenvironment, such as the extracellular matrix (ECM) and paracrine growth factors, compared to malignant tumors. It is now clear that many cell types grow better in three-dimensional cultures than on two-dimensional growth surfaces, and it may be that PNFs will growth more robustly in a system that mimics their in vivo growth patterns. The goal of this project is to determine the optimum ECM substrate for nf1 null Schwann cell growth, and to develop a pNF culture system to be used in 96-well based assays (preclinical screening applications). The main goal is to improve the culture conditions for PNF cells, so that these benign tumors can be more reliably cultured from primary tumors. Our secondary goal is to develop culture conditions that lead to PNF gene expression that most closely mimics PNF cells in primary tumors. By developing faithful culture conditions, PNF cells can be tested in drug screen assays with more accurate cell responses to compounds being tested.",https://www.synapse.org/#!Synapse:syn7217946/wiki/405450,National Institutes of Health,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn7217946,,,syn8016577
163,99,Novel Therapeutics in Malignant Peripheral Nerve Sheath Tumor (MPNST),syn11681835,syn15667121,Active,None,Ping Chi,NTAP,"Malignant Peripheral Nerve Sheath Tumor (MPNST) arising from the cellular component of the peripheral nerves represents a group of highly aggressive soft tissue sarcomas with limited treatment options. They can occur in the setting of type I neurofibromatosis (NF1-associated), or sporadically or in association with prior radiotherapy (RT-associated). Using comprehensive genomic approaches, we and others have discovered that the majority of MPNSTs have inactivation of three tumor suppressor pathways, including the NF1, the CDKN2A (INK4A/ARF) and the Polycomb repressive complex 2 (PRC2) pathways. Here, we propose to use multidisciplinary approaches to establish authentic MPNST model systems for preclinical investigation. We will also evaluate a combination treatment strategy of trametinib (a MEK inhibitor) and ribociclib (a CDK4/6 inhibitor) in various cell line and animal models of MPNST. Lastly, we will conduct a screen using RNA interference technology to identify and characterize the genes that are important for MPNST growth and survival when the PRC2 pathway is inactivated. These studies will build important resources for the NF1-research community and can identify novel treatment strategies and streamline clinical therapeutic development for patients with NF1-associated MPNSTs.",https://www.synapse.org/#!Synapse:syn11681835,Memorial Sloan Kettering Cancer Center,Neurofibromatosis 1,MPNST,,,syn11681835,,,"syn5714289, syn11638893, syn17098100"
164,99,Novel Treatment Approach to Neurofibromatosis Type 1-related MPNST,syn4939884,syn11678414,Active,None,Verena Staedtke,NTAP,"Due to the invasive nature and high incidence of metastases of malignant peripheral nerve sheath tumors (MPNSTs), surgery is the only treatment modality proven to have survival benefit and even when maximal surgery is feasible, these tumors are almost never curable. MPNSTs develop tumor hypoxia and necrosis as a pathophysiologic consequence of structurally and functionally disturbed microcirculation. Although tumor hypoxia is strongly associated with tumor propagation and treatment resistance, it also offers the perfect niche for the growth of the ""therapeutic"" anaerobic spore-forming bacterium Clostridium novyi-NT (C. novyi-NT). C. novyi-NT's oncolytic potential has been successfully used to treat a variety of solid cancers. Once injected, C. novyi-NT spores germinate in tumor hypoxia while vegetative bacteria cannot survive in normoxia and sporulate. We recently demonstrated robust and reproducible antitumor responses when C. novyi-NT spores were injected into dogs with spontaneous peripheral nerve sheath tumors and in human patients with therapy resistant sarcomas (NCT01924689). The goal of this project is to explore C. novyi-NT as a novel therapeutic for NF1-associated MPNSTs (gather preclinical evidence substantiating clinical trial for for C. novyi-NT therapy in NF1 patients with MPNSTs)",https://www.synapse.org/#!Synapse:syn4939884/wiki/235898,Johns Hopkins Medical Institute,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn4939884,,,"syn4939902, syn7217935"
165,99,Exploring the Plexiform Neurofibroma Interactome,syn4939890,syn8449668,Completed,Published,Jianqiang Wu | Kakajan Komurov,NTAP,"NF1 mutations in Schwann cells (SCs) drive neurofibroma formation; thus the primary neoplastic cell type in neurofibromas is derived from the SC lineage. The SC genes that are deregulated in mouse and human neurofibromas have not been fully identified. Many cell types are present in neurofibromas besides SCs. These include fibroblasts, mast cells, macrophages, and endothelial cells that are NF1 wild type (as in solitary neurofibroma or in somatic mosaic patients) or NF1 heterozygous (as in many NF1 patients and some mouse models). But how these cells and the intercellular communications contribute to plexiform neurofibroma growth is unknown. It has been recently identified that macrophage is a major cell type in neurofibromas. Macrophages shift gene expression and function in response to the environment, including after nerve injury. Macrophages show anti- tumor effects by secreting free-radicals and recruiting the adaptive immune system (primarily T-cells). However as tumors progress, macrophages stimulate tumor growth and blood vessel formation. Injury-associated inflammation facilitates neurofibroma development by recruiting macrophages in mouse models. How these inter- and intra-cellular interactions contribute to neurofibroma formation has not been studied yet. The goals of this project are to characterize gene expression profiles of Schwann cells and macrophages in mouse nerves and neurofibromas, identify cytokine/chemokine pathways that slow or promote tumor growth and identify molecular networks that mediate intra- and inter-cellular signaling in controlling neurofibroma growth.",https://www.synapse.org/#!Synapse:syn4939890/wiki/235901,Cincinnati Children's Hospital Medical Center,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn4939890,Accessing the data from this study requires a Synapse account.,"If you use data from this study in a publication or talk, please cite the following publication: ""Choi K, Komurov K, Fletcher JS, Jousma E, Cancelas JA, Wu J, Ratner N. An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system. Scientific Reports 2017 Mar; 7, 43315. DOI:10.1038/srep43315."" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative.""","syn11374345, syn11374341, syn8012599"
166,99,Plexiform Neurofibroma Model Systems for Preclinical Drug Screening,syn7217928,syn11581628,Completed,Published,Raymond Mattingly,NTAP,"The high vascularity of plexiform neurofibromas (PNs) can cause major problems during surgery. Most in vitro drug testing is still performed on cells growing in two dimensions (2D) on plastic dishes. In comparison to 2D cultures, cells growing in a 3-dimensional (3D) matrix that models the (patho) physiological environment typically: 1) adopt a morphology that better recapitulates that in vivo; 2) exhibit slower growth more akin to those in vivo; and 3) demonstrate drug sensitivity and resistance that may better reflect potential therapeutic response. Our goals were to develop and optimize robust 3D co-culture models of NF1 PNs to allow preclinical drug screening that is both much more representative of likely translational effectiveness than provided by testing in 2D mono-culture, and at a much higher throughput than is available in animal models. Further, we predict that programs such as the NF Clinical Trials Consortium are more likely to be successful if they build on data from robust and representative pre-clinical models. Our aims were therefore to: 1. Develop, characterize and optimize 3D co-culture models to include the cell types found in NF1 PNs; and 2. Test potential drugs in the 3D models of NF1 PNs, with a focus on candidates chosen for translational potential.",https://www.synapse.org/#!Synapse:syn7217928/wiki/405448,Wayne State University,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn7217928,Accessing the data from this study requires a Synapse account.,,syn4939916
167,99,Evotec Drug Target Research,syn7239560,syn11614208,Completed,Published,Tim James,CTF,A drug-target database was built by Evotec using publicly available data in order to define targets of the Minnesota Synodos NF1 screening molecules. A similar resource can be found in the Drug-Target Explorer project conducted by Sage Bionetworks.,Robert Allaway,Evotec,Multiple,,,,syn7239560,Accessing the data from this study requires a Synapse account.,,syn11672851
168,99,pNF Cell Culture for High-Throughput Screens,syn7217935,syn15666931,Completed,None,Luis Parada,NTAP,"A cardinal feature of NF1 is the development of dermal (DN) and plexiform neurofibromas (PN), benign tumors that form in the dermis or along a nerve plexus, respectively. While these tumors are histologically similar - both are complex tumors containing a number of cell types including proliferating Schwann lineage cells (from which the tumors arise), fibroblasts, and infiltrating mast cells - they arise in different locations of the body and at different developmental time points. Although initially benign, PN can undergo malignant transformation and develop into MPNSTs. The only treatment for PN is surgery, however complete resection is often difficult due to nerve involvement. The goal of this project is to generate a physiologically relevant PN cellular model system for use in preclinical drug screening.",https://www.synapse.org/#!Synapse:syn7217935/wiki/405449,Memorial Sloan Kettering Cancer Center,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn7217935,,,"syn4939902, syn4939884"
169,99,pNF Cell Line Characterization Studies,syn4939874,syn7817226,Completed,Published,Jaishri Blakeley | Marc Ferrer,NTAP,"A lack of cellular model systems was recently identified as a major gap in pNF research that was slowing therapeutic discovery by relying on costly, time-consuming animal systems to identify agents that might be effective against these tumors. When NTAP was initiated, there were 2 cell culture systems for pNF from a single lab that had not been fully characterized and were not deemed suitable for drug discovery. As a direct result of NTAP's efforts, there are now 6 cell culture systems available that are actively used in the pipeline of drug discovery. These cultures are intended to model the importance of the micro-environment in pNF and the heterogeneity of these tumors. The goal of this project is the genetic characterization of NF1-/-, NF1-/+, and NF1+/+ cell-lines to be available as a tool-set for the community.",https://www.synapse.org/#!Synapse:syn4939874/wiki/235893,National Center for Advancing Translational Sciences | Sage Bionetworks | Johns Hopkins Medical Institute,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn4939874,Accessing the data from this study requires a Synapse account.,"If you use data from this study in a publication or talk, please cite the following publication: ""Ferrer M, Gosline SJC, Stathis M, et al. Pharmacological and genomic profiling of neurofibromatosis type 1 plexiform neurofibroma-derived schwann cells. Sci Data. 2018;5:180106. Published 2018 Jun 12. doi:10.1038/sdata.2018.106."" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative.""",syn4939906
170,99,pNF Cell Line Development,syn7239479,syn15666933,Completed,None,Peggy Wallace,NTAP,"There is a need for effective therapies for neurofibromas, particularly the larger, plexiform neurofibromas. Tissue culture is an important tool for research. However, it is difficult to derive enriched human Schwann cell cultures, and most enter replicative senescence after 6-10 passages, impeding cell-based research in NF1. We are well-positioned to develop cellular models, and collaborate with a robotics R&D/Lead Optimization group. THe goals of this project is to identify (create/characterize) semi-immortalized pNF and normal/heterozygous SC lines with suitable phenotypes, such that these lines can be tested in and transitioned to an HTS environment.",https://www.synapse.org/#!Synapse:syn7239479/wiki/405899,University of Florida,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn7239479,,"If you use data from this study in a publication or talk, please cite the following publication: ""Li H, Chang LJ, Neubauer DR, Muir DF, Wallace MR. Immortalization of human normal and NF1 neurofibroma Schwann cells. Lab Invest. 2016;96(10):1105-1115. doi:10.1038/labinvest.2016.88."" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative","syn4939876, syn8016599, syn4939904, syn11374349"
171,99,pNF Cell Of Origin using iPS Cells,syn4939918,syn15666930,Active,Under Embargo,Eduard Serra,NTAP,"In order to identify effective drugs against plexiform neurofibroma (PNF) formation/ progression we need to test them in the right in vitro and in vivo model systems. This involves, among other things, being able to use large quantities of NF1(+/-) and (-/-) cells closely resembling cells driving PNF formation and growth. PNF-derived NF1(+/-) and (-/-) iPS cells have been generated and can be used to test differentiation protocols towards the Neural Crest (NC) -Schwann cell (SC) lineage. Differentiated cells at different points of this lineage commitment can be characterized and engrafted into the sciatic nerve of nude mice to test their tumor-formation capacity and, in this way, interrogate about the identity of the cells originating PNFs. Two things, the setting up the right in vitro iPSC differentiation conditions towards NC and SC in one side and on the other, the characterization of the different steps of differentiation in the NC-SC lineage, will proportionate the basis for performing future drug screenings for PNFs using iPSC-derived cells. The goals of this project are to (1) set up in vitro conditions to efficiently differentiate iPS cells into cells of the Neural Crest -Schwann cell lineage. Characterize the methylome and transcriptome of these cells with distinct NF1 genotypes and test their potential engraftment/tumor formation capacity. (2) Generate new iPSC and edit control iPSC with distinct NF1 genotypes to interrogate the presence of epigenetic memory in the PNF-derived iPS cells generated",https://www.synapse.org/#!Synapse:syn4939918/wiki/235915,IGTP,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn4939918,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,syn7231973
172,99,pNF iPSCs,syn7231973,syn8662666,Completed,Published,Eduard Serra,NTAP,"Plexiform neurofibromas (pNFs) differ from discrete neurofibromas (dNFs) in their moment of appearance (though to be congenital in pNFs), the importance of the extension of the nerve and tissues affected (larger in pNFs) and their potential to progress to malignancy, not present in dNFs. Regarding genomics and transcriptomics, Schwann cells (SC) derived from dNFs and pNFs are very much alike. So what is different among these tumors that confer pNFs a risk to become malignant? The extent of affected tissue? The location? The temporal window at which a neural crest-derived cell committed to the SC lineage acquires a double inactivation of the NF1 gene? A particular cellular composition? A combination of factors? The goals of this project are to (1) Explore the degree of genomic, molecular and cellular variation within a whole plexiform neurofibroma (pNF) and (2) Obtain, authenticate and characterize NF1-/- and NF1+/- induced pluripotent stem cells (iPSC) derived from pNFs.",https://www.synapse.org/#!Synapse:syn7231973/wiki/405895,IGTP,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn7231973,Accessing the data from this study requires a Synapse account. You must also [request access](https://www.synapse.org/#!Synapse:syn4939902/wiki/593715) from the study investigators.,"If you use data from this study in a publication or talk, please cite the following publication: ""Carrió M, Mazuelas H, Richaud-Patin Y, et al. Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas [published correction appears in Stem Cell Reports. 2019 Mar 5;12(3):639-641]. Stem Cell Reports. 2019;12(2):411–426. doi: 10.1016/j.stemcr.2019.01.001"" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative",syn4939918
173,99,Preclinical NF1-MPNST Platform Development,syn11638893,syn11678418,Active,Under Embargo,Angela Hirbe,NTAP,"One of the most common malignancies affecting adults with neurofibromatosis type 1 (NF1) are malignant peripheral nerve sheath tumors (MPNSTs), highly aggressive sarcomas that typically develop from benign plexiform neurofibromas. 8-13% of individuals with NF1 will develop MPNSTs during young adulthood. There are few therapeutic options, and the vast majority of people with these cancers will die within 5 years of diagnosis. Despite advances in our understanding of the pathobiology of these tumors and the identification of seemingly-promising therapeutic targets using a single mouse MPNST model system (NPCis mice and derivative cell lines), no investigational agents have demonstrated efficacy following translation to human clinical trials. However, there is limited genetic diversity being modeled in these systems, which does not capture the full spectrum of genetic diversity that characterizes human NF1-MPNSTs. In this regard, p53 loss, a common feature of the currently-used preclinical models, is observed in a minority of human MPNSTs. We hypothesize that one of the major reasons that rationally-chosen drugs underperform in human clinical trials is that the preclinical models used to discover and evaluate promising therapeutic agents do not capture the genetic heterogeneity of the human cancer. To optimize clinical translation, we aim to develop a collection of MPNST Patient Derived Xenografts (MPNST-PDXs) for the NF community, which more fully represent the spectrum of genetic heterogeneity seen in the human condition. The main goal of this research project is to develop a set of NF1-MPNST PDX lines that captures the spectrum of molecular heterogeneity of the human disease. The proposal aims to meet the following objectives: a. Create enabling resources including 10 NF1-MPNST PDX lines for preclinical studies. b. Histologically and genomically characterize these 10 NF1-MPNST PDX lines, thereby defining the molecular heterogeneity of these tumors. c. Determine whether there is a correlation between molecular subtype and response to chemotherapy or targeted therapy. d. Assess potential adaptive mechanisms or tumor resistance by assessing genomic changes following treatment.",https://www.synapse.org/#!Synapse:syn11638893/wiki/504183,Washington University of Saint Louis,Neurofibromatosis 1,MPNST,,,syn11638893,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn5714289, syn11681835, syn17098100"
175,99,Synodos Schwannomatosis,syn9727752,syn11614209,Active,Under Embargo,Gelareh Zadeh | Laura Papi,CTF,"Synodos for Schwannomatosis is a two-year initiative that will bring together basic, translational, and clinical researchers towards the end goal of developing effective treatments for schwannomatosis. The project aims to perform an extensive molecular analysis of schwannomatosis tumor samples to identify new therapeutic targets, and advance the understanding and management of the disease, with a focus on pain. Experts from institutions spread across four different countries are working together to 1) develop a clinically annotated schwannomatosis biobank; 2) develop a comprehensive pain registry for schwannomatosis patients; 3) establish the genomic and epigenomic landscape of schwannomatosis to identify disease-driving alterations; and 4) correlate the molecular findings with key clinical parameters, including pain.",https://www.synapse.org/#!Synapse:syn9727752,University Health Network of Toronto | University of Florence | Columbia University | Massachusetts General Hospital | Johns Hopkins University,Schwannomatosis,Schwannoma,,,syn9727752,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,syn4984604
176,99,Prevention and Treatment of Optic Pathway Gliomas,syn4939914,syn15666928,Active,None,Miriam Bornhorst,NTAP,"Optic pathway gliomas (OPGs) develop in 15-20% of children with NF1 and are associated with vision loss. My preliminary data, using an NF1-deficient mouse model, indicates that there are two critical steps that need to take place in order for optic pathway gliomas to form. The first step occurs early during optic nerve development, occurring before 21 days of life. The second step involves immune cell infiltration, and thus swelling of the optic nerve and loss of retinal ganglion cells (which results in vision loss). This second step occurs around 60 days of life, and continues to progress as the mouse ages. The goal of this project is to understand this process, and develop a therapeutic plan that can be used to prevent OPG formation.",https://www.synapse.org/#!Synapse:syn4939914/wiki/235913,Children's National,Neurofibromatosis 1,Low Grade Glioma,,,syn4939914,,,"syn21650395, syn21650464"
